ticker,name,close,change,change_abs,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,volume,market_cap_basic,sector,industry
NASDAQ:AVT,AVT,51.5600,-1.11%,-0.5800,-1.49%,-2.96%,-3.55%,-0.17%,-1.88%,-4.45%,85.73%,229.33%,"193,253","$4,193,190,353",Distribution Services,Electronics Distributors
OTC:ENGGF,ENGGF,16.0250,-4.69%,-0.7890,-4.69%,-4.69%,-4.69%,10.90%,30.82%,10.90%,-30.30%,-7.40%,"5,000","$4,190,347,385",Utilities,Gas Distributors
OTC:NXSNF,NXSNF,46.0000,0.82%,0.3750,2.22%,6.98%,-16.36%,84.00%,187.50%,206.67%,206.67%,206.67%,200,"$4,185,636,676",Consumer Durables,Electronics/Appliances
NYSE:MUR,MUR,29.2500,-0.58%,-0.1700,7.54%,2.96%,11.01%,43.38%,-4.91%,-10.61%,222.14%,1841.06%,"588,256","$4,174,905,497",Energy Minerals,Oil & Gas Production
NASDAQ:IBOC,IBOC,67.1350,0.82%,0.5450,2.86%,-2.94%,-2.15%,10.22%,5.43%,7.26%,128.74%,1619.42%,"73,452","$4,172,869,602",Finance,Regional Banks
NYSE:TNL,TNL,64.8650,-0.42%,-0.2750,7.91%,5.95%,4.44%,48.91%,27.96%,37.16%,78.94%,342.23%,"179,843","$4,172,453,259",Consumer Services,Hotels/Resorts/Cruise lines
OTC:PREKF,PREKF,17.9288,-1.25%,-0.2263,1.29%,-3.45%,2.76%,4.85%,-8.29%,-10.13%,171.65%,-50.22%,"1,556","$4,172,228,393",Miscellaneous,Investment Trusts/Mutual Funds
OTC:PHLLF,PHLLF,3.8500,-7.00%,-0.2900,,24.19%,24.19%,47.51%,8.45%,39.49%,-18.34%,-18.34%,500,"$4,164,576,210",Miscellaneous,Investment Trusts/Mutual Funds
NYSE:TDS,TDS,38.5600,0.23%,0.0900,0.31%,3.10%,-6.54%,6.23%,11.77%,39.01%,120.97%,2351.41%,"93,435","$4,164,480,132",Communications,Wireless Telecommunications
OTC:MAANF,MAANF,0.3500,12.90%,0.0400,12.90%,6.06%,55.56%,62.79%,61.25%,133.33%,59.09%,133.33%,100,"$4,163,279,101",Non-Energy Minerals,Steel
NYSE:PL,PL,13.5100,4.32%,0.5600,3.92%,11.29%,94.95%,304.49%,230.32%,487.39%,37.86%,37.86%,"2,852,140","$4,160,039,632",Technology Services,Packaged Software
OTC:JELCF,JELCF,4.5000,14.80%,0.5800,15.68%,15.68%,66.67%,109.30%,217.46%,221.43%,109.30%,-21.33%,"92,000","$4,155,705,286",Producer Manufacturing,Auto Parts: OEM
NASDAQ:VICR,VICR,92.4950,-0.52%,-0.4850,55.85%,71.92%,95.63%,85.55%,89.85%,85.92%,6.01%,3794.53%,"547,288","$4,154,807,456",Electronic Technology,Electronic Components
NYSE:TDS/PU,TDS/PU,21.2700,-0.09%,-0.0200,-0.93%,-5.05%,2.90%,6.35%,10.90%,-2.43%,-14.23%,-14.23%,"3,829","$4,154,760,132",Communications,Wireless Telecommunications
NYSE:TDS/PV,TDS/PV,19.2900,-0.16%,-0.0300,1.05%,-4.93%,4.78%,8.61%,10.54%,-2.18%,-22.84%,-22.84%,"6,576","$4,154,760,132",Communications,Wireless Telecommunications
OTC:PMNXF,PMNXF,3.0720,-1.14%,-0.0355,-9.11%,-0.71%,33.86%,45.94%,88.47%,53.60%,237.58%,102.11%,"9,150","$4,150,979,824",Non-Energy Minerals,Precious Metals
OTC:EDVGF,EDVGF,2.3050,15.25%,0.3050,0.22%,-13.99%,-14.94%,-11.69%,0.66%,-27.97%,-48.78%,-48.78%,"14,151","$4,138,917,184",Retail Trade,Specialty Stores
NYSE:WHR,WHR,74.0400,-0.34%,-0.2500,2.41%,-6.50%,-25.96%,-5.67%,-35.73%,-30.18%,-62.40%,750.23%,"288,674","$4,138,421,824",Consumer Durables,Electronics/Appliances
NYSE:BRBR,BRBR,32.8400,-1.65%,-0.5500,-2.26%,-10.66%,-39.49%,-56.13%,-56.54%,-49.78%,56.38%,111.87%,"1,195,911","$4,137,155,674",Health Technology,Pharmaceuticals: Other
OTC:WNDLF,WNDLF,95.1800,-0.03%,-0.0300,-0.03%,0.39%,-2.61%,-2.57%,-1.57%,-5.32%,-1.62%,109.19%,300,"$4,134,120,713",Finance,Financial Conglomerates
NYSE:EPR/PG,EPR/PG,20.4600,1.04%,0.2100,0.99%,-8.46%,-3.31%,5.99%,3.28%,-9.23%,12.98%,-17.23%,"1,639","$4,131,610,614",Finance,Real Estate Investment Trusts
NYSE:EPR/PE,EPR/PE,30.8700,-1.18%,-0.3700,-0.87%,-3.71%,-1.31%,6.24%,13.04%,2.02%,8.89%,24.10%,"4,371","$4,131,610,614",Finance,Real Estate Investment Trusts
NYSE:EPR/PC,EPR/PC,24.1800,-0.02%,-0.0039,0.54%,-3.89%,-4.65%,10.41%,15.14%,9.51%,30.42%,-0.29%,714,"$4,131,610,614",Finance,Real Estate Investment Trusts
NYSE:PVH,PVH,85.7050,-1.10%,-0.9550,5.33%,-2.51%,11.84%,15.02%,-19.59%,-8.04%,30.09%,4185.25%,"111,598","$4,124,106,047",Consumer Non-Durables,Apparel/Footwear
NYSE:YOU,YOU,31.0100,-4.35%,-1.4100,0.39%,-17.15%,3.50%,20.66%,13.97%,-12.65%,-19.56%,-19.56%,"552,386","$4,122,025,429",Technology Services,Packaged Software
NYSE:KBH,KBH,63.5400,0.83%,0.5200,3.89%,2.47%,11.59%,17.75%,-4.55%,-18.67%,71.73%,937.39%,"243,120","$4,115,148,215",Consumer Durables,Homebuilding
OTC:MCVEF,MCVEF,27.2500,0.00%,0.0000,0.00%,0.00%,11.04%,37.42%,51.39%,65.25%,153.49%,225.96%,565,"$4,114,164,694",Health Services,Medical/Nursing Services
NASDAQ:PRAX,PRAX,170.0100,-4.49%,-8.0000,-4.97%,247.74%,191.71%,380.80%,118.75%,134.66%,-64.65%,-56.29%,"192,995","$4,112,781,822",Health Technology,Pharmaceuticals: Major
OTC:PANHF,PANHF,1.9020,-22.39%,-0.5487,-22.39%,-21.27%,93.92%,124.03%,144.38%,5.67%,-85.83%,-56.77%,150,"$4,111,066,076",Retail Trade,Drugstore Chains
NASDAQ:WSC,WSC,22.5700,2.03%,0.4500,0.45%,3.79%,-28.35%,-9.47%,-33.32%,-39.49%,22.38%,126.83%,"593,363","$4,109,434,559",Finance,Finance/Rental/Leasing
OTC:ACLLF,ACLLF,36.4000,-6.02%,-2.3300,-2.44%,2.33%,-3.14%,0.08%,10.60%,4.42%,19.15%,159.72%,719,"$4,107,410,656",Utilities,Electric Utilities
NYSE:VAL,VAL,57.6500,2.38%,1.3400,20.10%,12.36%,13.66%,82.96%,27.88%,14.05%,162.16%,162.16%,"921,086","$4,105,456,671",Industrial Services,Contract Drilling
NYSE:MWA,MWA,26.2100,1.20%,0.3100,5.43%,3.76%,5.52%,-0.38%,16.02%,19.08%,135.70%,58.85%,"198,441","$4,096,453,047",Producer Manufacturing,Industrial Machinery
OTC:ANGGF,ANGGF,0.3281,18.21%,0.0505,18.21%,18.07%,60.56%,116.14%,73.60%,69.65%,9.37%,173.42%,"3,500","$4,092,482,690",Non-Energy Minerals,Steel
NYSE:MDU,MDU,19.9600,1.42%,0.2800,5.00%,16.11%,18.32%,17.14%,10.15%,24.86%,115.62%,3461.64%,"656,330","$4,078,450,351",Utilities,Gas Distributors
NASDAQ:INTR,INTR,9.2750,-2.88%,-0.2750,4.45%,-1.33%,37.20%,38.43%,123.49%,47.69%,133.04%,133.04%,"1,514,905","$4,078,001,120",Finance,Major Banks
OTC:GLAPF,GLAPF,16.8000,-0.08%,-0.0136,-0.08%,-0.08%,15.19%,46.83%,16.50%,-6.61%,60.00%,160.47%,"4,000","$4,073,164,510",Consumer Non-Durables,Food: Meat/Fish/Dairy
NASDAQ:RUSHB,RUSHB,56.0300,0.83%,0.4600,-0.60%,-4.88%,3.17%,-4.21%,2.90%,21.80%,148.14%,2307.90%,"2,614","$4,066,063,359",Retail Trade,Specialty Stores
NASDAQ:VERX,VERX,25.4950,0.77%,0.1950,5.00%,0.93%,-26.95%,-35.13%,-52.57%,-39.33%,-2.06%,-0.25%,"385,590","$4,065,804,115",Technology Services,Packaged Software
NYSE:SXT,SXT,95.5200,-0.68%,-0.6500,2.04%,-5.00%,-6.82%,16.49%,34.01%,24.02%,35.55%,6207.28%,"137,624","$4,056,365,322",Consumer Non-Durables,Food: Specialty/Candy
OTC:MDIYF,MDIYF,0.4277,25.65%,0.0873,25.65%,25.65%,25.65%,25.65%,25.65%,-10.90%,2.08%,2.08%,619,"$4,052,973,002",Distribution Services,Wholesale Distributors
NYSE:CSW,CSW,241.1350,-0.39%,-0.9550,0.17%,-4.00%,-15.45%,-22.28%,-32.01%,-36.61%,185.84%,96354.00%,"20,031","$4,051,663,362",Process Industries,Industrial Specialties
OTC:AMFPF,AMFPF,18.0000,-0.50%,-0.0900,-0.50%,-1.80%,-24.53%,-5.26%,-31.95%,-37.04%,-45.45%,-20.18%,"1,200","$4,046,340,109",Distribution Services,Medical Distributors
NASDAQ:RUSHA,RUSHA,50.8900,0.24%,0.1200,-0.29%,-12.38%,-6.62%,-1.76%,-7.99%,-3.69%,101.57%,2762.55%,"138,015","$4,042,213,085",Retail Trade,Specialty Stores
OTC:SUMCF,SUMCF,11.5400,10.96%,1.1400,3.08%,7.95%,34.03%,60.28%,49.33%,19.59%,-22.76%,-67.54%,473,"$4,040,929,202",Producer Manufacturing,Industrial Machinery
OTC:TSYHF,TSYHF,1.3800,-3.16%,-0.0450,10.93%,4.39%,-13.48%,-0.72%,2.68%,21.69%,-32.25%,84.00%,"3,979","$4,038,169,394",Technology Services,Information Technology Services
NASDAQ:SKYW,SKYW,99.9900,0.95%,0.9400,-0.17%,-3.09%,-10.24%,17.07%,-0.29%,6.91%,203.64%,5899.37%,"48,489","$4,037,421,735",Transportation,Airlines
NYSE:AGX,AGX,292.1950,5.82%,16.0750,-0.41%,9.81%,28.02%,97.08%,110.91%,139.21%,605.27%,1360.97%,"114,763","$4,035,673,067",Industrial Services,Engineering & Construction
OTC:XNYIF,XNYIF,0.4408,0.78%,0.0034,0.78%,11.93%,14.32%,61.94%,8.84%,2.51%,-73.60%,-25.29%,400,"$4,032,017,072",Electronic Technology,Semiconductors
NASDAQ:NAMS,NAMS,35.7700,-1.42%,-0.5150,-0.69%,34.88%,51.63%,106.17%,39.29%,85.43%,232.74%,232.74%,"367,900","$4,028,720,131",Health Technology,Pharmaceuticals: Major
OTC:TOTDF,TOTDF,25.3500,0.54%,0.1350,0.54%,-6.97%,-6.11%,-8.98%,8.29%,-19.14%,-35.00%,604.17%,182,"$4,028,036,322",Producer Manufacturing,Building Products
NYSE:NIQ,NIQ,13.6300,-0.73%,-0.1000,2.87%,-18.04%,-29.16%,6.48%,-32.69%,6.48%,-4.95%,-7.91%,"165,189","$4,020,849,865",Technology Services,Packaged Software
NYSE:SNDR,SNDR,22.9300,1.06%,0.2400,-3.04%,4.66%,-12.75%,2.41%,-22.43%,-17.87%,-3.90%,17.59%,"183,432","$4,018,780,630",Transportation,Trucking
OTC:NINOF,NINOF,12.8500,5.16%,0.6300,,9.36%,33.85%,28.50%,29.15%,1.02%,114.17%,47.93%,125,"$4,016,730,473",Consumer Durables,Electronics/Appliances
NYSE:CVI,CVI,39.9307,1.99%,0.7807,18.91%,11.73%,44.94%,121.22%,110.72%,66.73%,320.80%,139.69%,"332,755","$4,014,257,445",Energy Minerals,Oil Refining/Marketing
NYSE:HGV,HGV,45.0300,-0.33%,-0.1500,4.07%,2.71%,-11.01%,31.02%,15.02%,22.13%,90.97%,66.78%,"162,711","$4,009,904,143",Finance,Real Estate Development
NYSE:SON,SON,40.6100,-1.98%,-0.8200,2.85%,-11.74%,-16.44%,-11.83%,-16.87%,-23.45%,-22.78%,3202.09%,"635,868","$4,005,407,903",Process Industries,Containers/Packaging
NYSE:CALX,CALX,61.3200,1.93%,1.1600,2.59%,-1.86%,11.09%,57.31%,73.32%,64.26%,137.58%,260.71%,"90,794","$4,004,440,853",Electronic Technology,Telecommunications Equipment
NYSE:CRC,CRC,47.8300,-1.56%,-0.7600,1.96%,-13.79%,-4.42%,37.32%,-9.07%,-10.65%,3953.39%,-46.86%,"140,563","$4,002,903,046",Energy Minerals,Integrated Oil
OTC:ELFIF,ELFIF,11.5570,1.66%,0.1890,-0.03%,-4.01%,6.42%,21.77%,25.47%,17.31%,131.41%,208.82%,103,"$4,000,711,886",Finance,Life/Health Insurance
NASDAQ:PLXS,PLXS,148.1200,-1.16%,-1.7400,-0.65%,1.65%,22.06%,19.87%,-5.76%,7.31%,103.52%,8787.16%,"79,063","$3,997,273,984",Electronic Technology,Electronic Production Equipment
NASDAQ:GLNG,GLNG,38.1600,-0.60%,-0.2300,0.42%,-5.66%,-6.36%,-4.50%,-10.78%,3.08%,325.42%,536.00%,"262,487","$3,992,393,570",Industrial Services,Oil & Gas Pipelines
OTC:RTOXF,RTOXF,4.8133,0.28%,0.0133,11.29%,11.29%,26.67%,11.16%,23.66%,16.54%,21.55%,-7.44%,100,"$3,988,123,789",Producer Manufacturing,Industrial Machinery
NYSE:FG,FG,29.5900,0.89%,0.2600,1.93%,-9.65%,-7.39%,-15.82%,-29.28%,-30.34%,195.90%,195.90%,"20,786","$3,984,258,091",Finance,Multi-Line Insurance
NYSE:PBF,PBF,34.4300,0.97%,0.3300,20.47%,7.13%,45.89%,116.81%,28.47%,6.86%,530.59%,22.96%,"1,295,477","$3,983,504,110",Energy Minerals,Oil Refining/Marketing
NASDAQ:FLY,FLY,27.1550,4.60%,1.1950,-1.65%,-35.74%,-61.21%,-61.21%,-61.21%,-61.21%,-61.21%,-61.21%,"709,749","$3,979,273,605",Electronic Technology,Aerospace & Defense
NYSE:VIA,VIA,50.0000,2.42%,1.1800,3.18%,2.86%,13.64%,13.64%,13.64%,13.64%,13.64%,13.64%,"56,913","$3,967,852,149",Technology Services,Packaged Software
OTC:DUTBF,DUTBF,45.0165,,,,,,,3.02%,,,3.02%,"391,800","$3,963,084,411",Health Technology,Biotechnology
OTC:CSASF,CSASF,25.3200,-7.89%,-2.1700,,-7.89%,27.30%,27.30%,-7.89%,27.30%,150.69%,-25.09%,100,"$3,957,415,239",Finance,Finance/Rental/Leasing
OTC:PBMRF,PBMRF,0.0106,2.40%,0.0003,,-70.42%,3450.00%,2562.50%,108.82%,113.00%,195.83%,-84.79%,"6,000","$3,954,722,076",Energy Minerals,Coal
OTC:TMRAF,TMRAF,13.3670,11.35%,1.3620,-2.14%,-15.02%,-5.69%,-9.68%,2.90%,-2.36%,-68.32%,170.04%,556,"$3,953,293,734",Producer Manufacturing,Miscellaneous Manufacturing
NYSE:FGSN,FGSN,24.3000,0.75%,0.1800,1.38%,-1.66%,0.25%,5.51%,-2.21%,-2.21%,-2.21%,-2.21%,"2,089","$3,949,249,403",Finance,Multi-Line Insurance
NYSE:FGN,FGN,26.3100,-0.04%,-0.0100,0.77%,-1.09%,-0.27%,2.45%,-0.19%,-1.86%,3.71%,3.71%,"4,236","$3,949,249,403",Finance,Multi-Line Insurance
NYSE:CWK,CWK,17.0500,1.49%,0.2500,9.44%,4.28%,45.60%,92.00%,30.15%,31.46%,46.35%,-5.28%,"1,582,469","$3,947,607,113",Finance,Real Estate Development
OTC:AANNF,AANNF,3.6100,-2.79%,-0.1038,-2.43%,-1.77%,1.12%,42.69%,24.91%,17.97%,-31.24%,-56.23%,697,"$3,946,229,735",Finance,Real Estate Investment Trusts
OTC:ACOPF,ACOPF,5.4300,-9.50%,-0.5700,-5.24%,-3.21%,8.60%,8.60%,72.85%,43.46%,-47.88%,820.34%,105,"$3,939,064,341",Consumer Non-Durables,Food: Meat/Fish/Dairy
NYSE:SHAK,SHAK,92.2600,0.92%,0.8400,-0.61%,-6.34%,-31.85%,4.00%,-29.30%,-15.04%,24.14%,96.30%,"361,064","$3,938,352,910",Consumer Services,Restaurants
OTC:QRNNF,QRNNF,2.2500,16.13%,0.3125,16.13%,16.13%,28.57%,5.26%,14.80%,-6.56%,-25.99%,-28.57%,"3,500","$3,937,581,639",Transportation,Railroads
OTC:SCBGF,SCBGF,10.2800,-4.37%,-0.4700,,-8.62%,-45.56%,-49.75%,-49.51%,-51.51%,-53.20%,-53.20%,"26,000","$3,929,679,906",Producer Manufacturing,Industrial Machinery
NYSE:AGO,AGO,82.4900,0.00%,0.0000,3.63%,-1.62%,-1.27%,-4.01%,-8.73%,-2.59%,192.52%,352.74%,"50,397","$3,927,779,638",Finance,Specialty Insurance
NYSE:SLG/PI,SLG/PI,21.6664,-0.06%,-0.0136,-0.84%,-3.75%,-2.01%,-0.51%,-8.62%,-9.87%,-14.87%,-13.09%,"3,601","$3,926,515,337",Finance,Real Estate Investment Trusts
OTC:TYTMF,TYTMF,18.7900,0.08%,0.0150,-2.79%,13.26%,13.88%,14.36%,4.97%,20.06%,43.11%,323.20%,194,"$3,925,093,263",Finance,Real Estate Development
NYSE:HNGE,HNGE,49.9100,0.73%,0.3600,0.34%,-15.52%,8.59%,27.16%,27.16%,27.16%,27.16%,27.16%,"1,043,040","$3,914,703,107",Technology Services,Packaged Software
NYSE:PAY,PAY,31.2500,1.49%,0.4600,7.06%,-4.14%,8.62%,1.23%,-4.35%,26.93%,8.66%,8.66%,"169,313","$3,914,509,779",Commercial Services,Miscellaneous Commercial Services
NYSE:ALE,ALE,67.3600,0.03%,0.0200,-0.13%,5.22%,2.50%,3.19%,4.03%,4.92%,20.57%,1175.46%,"92,532","$3,909,261,788",Utilities,Alternative Power Generation
OTC:MAQAF,MAQAF,2.6900,-24.23%,-0.8600,,-24.23%,-23.03%,-24.65%,-22.03%,-15.99%,-42.77%,240.51%,200,"$3,902,742,746",Transportation,Other Transportation
NYSE:PII,PII,69.3700,1.92%,1.3100,5.88%,23.61%,37.69%,97.24%,19.15%,-0.04%,-25.30%,4036.33%,"219,165","$3,900,303,129",Consumer Durables,Recreational Products
NASDAQ:CRNX,CRNX,41.3350,3.13%,1.2550,-1.77%,16.96%,35.93%,25.49%,-20.36%,-29.34%,183.12%,114.73%,"224,789","$3,892,764,925",Health Technology,Pharmaceuticals: Major
NASDAQ:VKTX,VKTX,34.6000,2.00%,0.6800,5.17%,38.01%,2.28%,37.63%,-15.07%,-47.38%,505.95%,307.06%,"2,430,703","$3,890,595,459",Health Technology,Pharmaceuticals: Major
NASDAQ:TCBI,TCBI,84.9800,0.54%,0.4600,9.19%,-0.82%,-1.65%,26.05%,7.58%,8.35%,104.23%,620.17%,"193,187","$3,888,272,479",Finance,Major Banks
NYSE:CNO,CNO,40.1100,0.70%,0.2800,4.10%,1.03%,7.10%,1.36%,7.13%,13.69%,111.33%,95.66%,"95,846","$3,887,940,218",Finance,Multi-Line Insurance
NYSE:SFBS,SFBS,71.1400,0.49%,0.3500,-5.61%,-14.46%,-12.87%,0.25%,-16.47%,-15.74%,83.87%,369.06%,"37,140","$3,885,690,112",Finance,Regional Banks
NASDAQ:USLM,USLM,135.5400,0.30%,0.4100,3.03%,5.39%,25.20%,44.42%,1.32%,31.80%,580.76%,12667.78%,"12,617","$3,881,803,353",Non-Energy Minerals,Construction Materials
OTC:ACDVF,ACDVF,13.0800,-0.58%,-0.0761,1.40%,-2.32%,-14.06%,28.52%,-15.78%,-5.76%,3.73%,64.75%,"6,863","$3,874,333,713",Transportation,Airlines
NYSE:QTWO,QTWO,62.0050,1.33%,0.8150,5.40%,-17.78%,-30.95%,-21.06%,-38.54%,-25.83%,-35.59%,281.57%,"307,545","$3,871,741,514",Technology Services,Information Technology Services
OTC:SPASF,SPASF,2.6050,4.20%,0.1050,4.20%,4.20%,4.20%,6.33%,6.33%,8.54%,15.78%,108.40%,584,"$3,870,768,652",Transportation,Other Transportation
OTC:WKCMF,WKCMF,77.9110,1.51%,1.1610,0.31%,6.54%,-2.56%,5.38%,3.47%,-14.76%,-25.16%,-32.71%,855,"$3,870,461,664",Process Industries,Chemicals: Major Diversified
NASDAQ:CRVL,CRVL,75.4150,0.47%,0.3550,6.68%,-5.52%,-16.28%,-32.06%,-32.57%,-25.63%,143.51%,22214.37%,"25,390","$3,869,750,760",Finance,Insurance Brokers/Services
NASDAQ:TCBIO,TCBIO,20.5100,-0.10%,-0.0200,-0.05%,-4.96%,-0.15%,2.91%,4.96%,-2.52%,-16.68%,-16.68%,"13,412","$3,867,225,111",Finance,Major Banks
NYSE:LMND,LMND,52.3350,1.84%,0.9450,8.44%,-9.83%,28.33%,82.67%,40.95%,178.53%,-2.67%,4.54%,"1,043,872","$3,866,845,407",Finance,Property/Casualty Insurance
NASDAQ:VRRM,VRRM,24.2200,-1.78%,-0.4400,-0.49%,-0.86%,-1.30%,9.89%,-0.86%,-8.47%,128.28%,142.20%,"230,460","$3,864,078,569",Transportation,Other Transportation
OTC:TSPCF,TSPCF,1.7250,-9.21%,-0.1750,5.83%,-15.23%,-10.16%,2.68%,11.29%,-22.30%,15.00%,55.41%,131,"$3,863,121,694",Industrial Services,Environmental Services
NYSE:CNO/PA,CNO/PA,19.5400,-1.51%,-0.3000,-1.86%,-5.24%,3.94%,12.23%,1.98%,-10.37%,-24.82%,-24.82%,765,"$3,860,799,275",Finance,Multi-Line Insurance
NASDAQ:LBTYB,LBTYB,11.5000,4.45%,0.4900,5.99%,-0.95%,15.69%,2.04%,-15.38%,-47.03%,-44.15%,23.43%,354,"$3,858,240,686",Communications,Major Telecommunications
OTC:CODAF,CODAF,21.1700,11.01%,2.1000,11.01%,4.80%,99.91%,190.00%,99.91%,190.00%,311.07%,1330.41%,"2,000","$3,850,065,946",Consumer Durables,Tools & Hardware
NYSE:HGTY,HGTY,11.2550,0.67%,0.0750,-1.62%,-8.20%,5.88%,24.09%,15.55%,6.78%,13.12%,13.12%,"19,485","$3,848,941,517",Finance,Property/Casualty Insurance
OTC:AWTRF,AWTRF,17.0100,-0.82%,-0.1400,18.87%,12.57%,53.94%,53.94%,53.94%,29.75%,15.87%,70.10%,100,"$3,847,079,253",Process Industries,Chemicals: Specialty
NYSE:GBTG,GBTG,8.0000,1.27%,0.1000,0.63%,-2.68%,20.12%,18.69%,-14.07%,6.10%,-17.10%,-17.10%,"348,319","$3,832,128,708",Consumer Services,Other Consumer Services
NASDAQ:LNTH,LNTH,56.3400,-0.31%,-0.1750,0.70%,8.53%,-21.11%,-45.70%,-37.26%,-49.08%,330.40%,820.59%,"212,763","$3,830,790,271",Health Technology,Medical Specialties
NYSE:CXT,CXT,66.5850,0.05%,0.0350,0.13%,3.65%,13.51%,44.62%,13.28%,20.52%,240.68%,5341.90%,"78,087","$3,823,191,372",Producer Manufacturing,Industrial Machinery
OTC:SMBMF,SMBMF,1.1200,-33.13%,-0.5550,-33.13%,-25.83%,-40.74%,-7.44%,-30.00%,-25.83%,-49.09%,-89.82%,101,"$3,820,156,107",Producer Manufacturing,Trucks/Construction/Farm Machinery
NASDAQ:NWE,NWE,62.0900,0.66%,0.4100,5.22%,9.53%,18.95%,6.30%,15.62%,12.30%,14.20%,138.81%,"52,148","$3,812,053,967",Utilities,Electric Utilities
OTC:JCDXF,JCDXF,17.7700,-3.95%,-0.7300,-3.95%,-3.95%,3.01%,2.13%,13.51%,-18.30%,10.03%,72.52%,500,"$3,804,445,891",Commercial Services,Advertising/Marketing Services
NASDAQ:TFSL,TFSL,13.5500,1.35%,0.1800,5.37%,1.42%,6.61%,5.28%,7.71%,4.47%,-18.67%,8.31%,"99,092","$3,803,322,621",Finance,Savings Banks
NYSE:CBT,CBT,71.3150,0.30%,0.2150,3.21%,-6.57%,-5.92%,-9.15%,-22.17%,-35.26%,73.30%,7027.98%,"59,513","$3,794,216,416",Process Industries,Chemicals: Specialty
NASDAQ:LBTYA,LBTYA,11.0650,0.77%,0.0850,2.55%,-4.53%,10.32%,2.17%,-13.55%,3.17%,4.47%,197.02%,"523,089","$3,793,441,675",Communications,Major Telecommunications
NYSE:FMC,FMC,30.3500,0.17%,0.0500,1.85%,-12.79%,-27.65%,-26.48%,-37.64%,-51.39%,-72.01%,4102.60%,"730,940","$3,791,066,446",Process Industries,Chemicals: Agricultural
NASDAQ:ADMA,ADMA,15.8800,4.13%,0.6300,10.05%,-0.94%,-8.53%,-28.73%,-8.37%,0.70%,596.49%,126.86%,"1,543,878","$3,789,455,865",Health Technology,Biotechnology
NASDAQ:LBTYK,LBTYK,11.1700,0.54%,0.0600,2.48%,-4.53%,8.55%,0.99%,-15.57%,-0.18%,5.28%,115.53%,"231,113","$3,784,630,170",Communications,Major Telecommunications
NASDAQ:PSMT,PSMT,122.9200,-0.10%,-0.1200,0.32%,4.76%,17.28%,21.88%,32.90%,33.33%,66.51%,602.40%,"39,238","$3,780,268,309",Retail Trade,Specialty Stores
OTC:CRNLF,CRNLF,8.7500,-2.02%,-0.1800,2.39%,10.90%,54.05%,39.38%,105.88%,103.02%,477.10%,477.10%,210,"$3,776,644,315",Non-Energy Minerals,Precious Metals
OTC:PNDXF,PNDXF,19.4050,16.79%,2.7900,16.79%,16.79%,16.79%,11.34%,15.09%,-1.75%,55.86%,55.86%,219,"$3,776,271,213",Finance,Real Estate Development
NASDAQ:QURE,QURE,61.2900,3.30%,1.9600,2.17%,55.72%,304.82%,333.14%,243.36%,848.76%,44.44%,260.53%,"528,482","$3,775,695,254",Health Technology,Biotechnology
NYSE:FHI,FHI,48.6800,-3.05%,-1.5300,-5.14%,-7.38%,-0.88%,24.41%,17.76%,28.27%,94.72%,265.10%,"301,790","$3,775,623,823",Finance,Investment Managers
NASDAQ:GBDC,GBDC,14.1659,0.04%,0.0059,3.86%,1.40%,-7.77%,-2.17%,-6.80%,-8.07%,5.56%,-2.30%,"688,810","$3,773,461,457",Finance,Investment Managers
NYSE:ATMU,ATMU,45.8700,0.39%,0.1800,3.92%,0.64%,19.20%,33.34%,16.75%,17.40%,111.68%,111.68%,"69,955","$3,768,311,446",Producer Manufacturing,Auto Parts: OEM
NASDAQ:VSEC,VSEC,181.6500,2.34%,4.1500,15.80%,8.63%,34.25%,60.20%,90.01%,78.12%,476.85%,31491.30%,"61,649","$3,755,853,715",Industrial Services,Engineering & Construction
NASDAQ:LGN,LGN,35.7000,9.51%,3.1000,5.31%,6.89%,32.22%,32.22%,32.22%,32.22%,32.22%,32.22%,"719,186","$3,755,330,445",Industrial Services,Engineering & Construction
NYSE:KFY,KFY,71.1900,0.27%,0.1900,4.14%,-1.73%,-3.59%,15.08%,4.61%,1.73%,118.31%,404.00%,"84,253","$3,729,714,120",Commercial Services,Personnel Services
NASDAQ:BANF,BANF,111.9500,0.58%,0.6500,-2.80%,-13.71%,-11.63%,-5.00%,-5.16%,1.68%,134.75%,2743.17%,"16,588","$3,728,977,032",Finance,Regional Banks
OTC:NGXXF,NGXXF,17.9200,0.30%,0.0540,-9.81%,2.34%,25.49%,97.04%,92.38%,105.98%,3983.87%,7943.09%,"56,445","$3,728,353,454",Non-Energy Minerals,Other Metals/Minerals
NYSE:BRC,BRC,79.0050,0.69%,0.5450,5.20%,0.04%,12.05%,14.63%,6.45%,7.90%,89.37%,4414.62%,"71,098","$3,720,696,857",Producer Manufacturing,Miscellaneous Manufacturing
OTC:TKKHF,TKKHF,21.5300,-0.01%,-0.0023,-0.01%,-0.01%,-0.01%,-0.01%,0.00%,-15.10%,-20.79%,-33.24%,180,"$3,716,673,915",Finance,Investment Managers
NASDAQ:WGS,WGS,129.3200,3.40%,4.2500,10.48%,6.52%,58.89%,18.44%,68.36%,126.16%,-60.02%,-60.02%,"182,366","$3,714,878,354",Health Services,Medical/Nursing Services
